# step Upe Ubond  Pxx Pyy Pzz Pxy Pxz Pyz Ugauss[0] Ugauss[1] Ugauss[2] 
74000 3.55017e+06 607605 3.9824 3.97869 3.71475 4.26117e-05 6.49805e-05 0.000722661 1.43241e+06 399737 1.11042e+06 2.93817e-35 
75000 3.54738e+06 604746 3.9846 3.9833 3.71574 -0.000152766 -0.00105507 0.0010686 1.43261e+06 400673 1.10934e+06 2.93817e-35 
76000 3.54978e+06 607130 3.9809 3.98169 3.71477 -0.00173739 0.000592718 0.000804596 1.43274e+06 400871 1.10904e+06 2.93817e-35 
77000 3.54849e+06 605907 3.98317 3.98146 3.7165 -0.0010273 -0.000584492 -7.61382e-05 1.43206e+06 401081 1.10944e+06 2.93817e-35 
78000 3.54765e+06 604977 3.98383 3.98447 3.71503 -0.00035193 -7.92715e-05 0.00247396 1.43339e+06 398398 1.11088e+06 2.93817e-35 
79000 3.54936e+06 606564 3.9812 3.98215 3.71437 0.00140723 0.000193773 -0.000384274 1.43221e+06 400701 1.10988e+06 2.93817e-35 
80000 3.54831e+06 605648 3.98219 3.98334 3.71555 -0.00157538 -0.000277013 -0.000678565 1.43181e+06 401471 1.10938e+06 2.93817e-35 
81000 3.54876e+06 605962 3.98165 3.98348 3.71534 0.00088308 -0.00031816 0.000327905 1.43284e+06 400710 1.10924e+06 2.93817e-35 
82000 3.54827e+06 605541 3.98296 3.9821 3.71682 -0.000588934 0.00129016 0.00140785 1.43308e+06 400916 1.10873e+06 2.93817e-35 
83000 3.55037e+06 607825 3.98187 3.98109 3.71215 -0.00069843 0.00114519 -0.000566426 1.43201e+06 401215 1.10932e+06 2.93817e-35 
84000 3.54852e+06 606076 3.98101 3.98247 3.71608 -0.000712222 0.00112526 0.000493189 1.43062e+06 402708 1.10912e+06 2.93817e-35 
85000 3.54962e+06 607092 3.9814 3.98166 3.71414 0.000190751 0.00172017 0.000283877 1.43163e+06 402235 1.10867e+06 2.93817e-35 
86000 3.54845e+06 605445 3.98417 3.9821 3.71603 -0.000270881 0.000530456 6.08762e-05 1.43435e+06 398635 1.11002e+06 2.93817e-35 
87000 3.54793e+06 605603 3.98176 3.98372 3.71626 -0.00109894 -0.000444615 0.000154973 1.43385e+06 399139 1.10934e+06 2.93817e-35 
88000 3.54905e+06 606276 3.98134 3.98195 3.71534 -0.00050292 8.65315e-05 0.00151736 1.43267e+06 400447 1.10966e+06 2.93817e-35 
89000 3.54856e+06 605670 3.98303 3.98295 3.71526 -0.000516623 -0.00152572 0.0014297 1.43333e+06 398081 1.11148e+06 2.93817e-35 
